UniversityName,DegreeType,DualCombined,ValidatedDegreeName,Degree,Program,Concentration,Searchtag1,Searchtag2,Searchtag3,SOPHAS,Term,LinkToDepartment,LinkDescription,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Environmental Health,,10,34,47,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Epidemiology,,44,11,3,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Health Promotion,,20,40,47,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Health Services Administration,,21,16,17,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Public Health Foundation ,,8,47,18,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Child Welfare Certificate,Social Work,,35,,,No,3,www.socialwork.fiu.edu,http://www.socialwork.fiu.edu/BSSW.htm,,,,,,
Florida International University Stempel School of Public Health,,,3,Child Welfare Certificate,Social Work,,35,,,No,3,www.socialwork.fiu.edu,http://www.socialwork.fiu.edu/BSSW.htm,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Community Nutrition,,33,20,,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Environmental Health,,10,34,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Epidemiology,,44,11,3,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Health Promotion,,20,40,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Health Services Administration,,21,16,17,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Public Health Foundation ,,8,47,18,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Community Nutrition,,33,20,,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Environmental Health,,10,34,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Epidemiology,,44,11,3,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Health Promotion,,20,40,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Health Services Administration,,21,16,17,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,,,3,Graduate Certificate  ,Public Health Foundation ,,8,47,18,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/students_affairs/advising_sheets.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,17,MHSA,Masters in Health Services Administration ,,16,17,47,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/health_policy/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,17,MHSA,Masters in Health Services Administration ,,16,17,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/health_policy/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,17,MHSA,Masters in Health Services Administration ,,16,17,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/health_policy/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH,Biostatistics,,3,4,47,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/epidemiology/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH,Biostatistics,,3,4,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/epidemiology/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH,Biostatistics,,3,4,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/epidemiology/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Epidemiolgy ,,11,44,3,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/epidemiology/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Community Nutrition ,,33,13,47,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/dietetics_nutrition/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Environmental and Occupational Health,,10,34,47,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/environmental_health/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Health Policy and Management,,21,27,47,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/health_policy/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Health Promotion and Disease Prevention,,20,18,40,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/health_promotion/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Epidemiolgy ,,11,44,3,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/epidemiology/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Community Nutrition ,,33,13,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/dietetics_nutrition/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Environmental and Occupational Health,,10,34,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/environmental_health/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Health Policy and Management,,21,27,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/health_policy/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Health Promotion and Disease Prevention,,20,18,40,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/health_promotion/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Epidemiolgy ,,11,44,3,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/epidemiology/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Community Nutrition ,,33,13,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/dietetics_nutrition/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Environmental and Occupational Health,,10,34,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/environmental_health/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Health Policy and Management,,21,27,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/health_policy/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,20,MPH ,Health Promotion and Disease Prevention,,20,18,40,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/health_promotion/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,54,MS,Masters in Dietetics and Nutrition ,,33,7,47,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/dietetics_nutrition/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,54,MS,Masters in Dietetics and Nutrition ,,33,7,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/dietetics_nutrition/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,54,MS,Masters in Dietetics and Nutrition ,,33,7,47,No,3,www.ssph.fiu.edu,http://ssph.fiu.edu/dietetics_nutrition/index.html,,,,,,
Florida International University Stempel School of Public Health,Masters,,66,MSW,Masters in Social Work,###############################################################################################################################################################################################################################################################,6,14,35,No,5,http://www.socialwork.fiu.edu,http://www.socialwork.fiu.edu/MSW.htm,,,,,,
Florida International University Stempel School of Public Health,Masters,,66,MSW,Masters in Social Work,###############################################################################################################################################################################################################################################################,6,14,35,No,3,http://www.socialwork.fiu.edu,http://www.socialwork.fiu.edu/MSW.htm,,,,,,
Florida International University Stempel School of Public Health,Masters,,66,MSW,Masters in Social Work,###############################################################################################################################################################################################################################################################,6,14,35,No,3,http://www.socialwork.fiu.edu,http://www.socialwork.fiu.edu/MSW.htm,,,,,,
Florida International University Stempel School of Public Health,Doctoral,,68,PhD,Community Nutrition , ,33,20,47,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/dietetics_nutrition/index.html,,,,,,
Florida International University Stempel School of Public Health,Doctoral,,68,PhD,Environmental and Occupational Health,,10,34,47,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/environmental_health/index.html,,,,,,
Florida International University Stempel School of Public Health,Doctoral,,68,PhD,Epidemiology ,,11,3,23,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/epidemiology/index.html,,,,,,
Florida International University Stempel School of Public Health,Doctoral,,68,PhD,Health Promotion and Disease Prevention,,20,40,18,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/health_promotion/index.html,,,,,,
Florida International University Stempel School of Public Health,Doctoral,,68,PhD,Dietetics and Nutrition ,,33,47,18,No,5,www.ssph.fiu.edu,http://ssph.fiu.edu/dietetics_nutrition/index.html,,,,,,
Florida International University Stempel School of Public Health,Doctoral,,68,PhD,Social Welfare,,6,14,40,No,5,http://www.socialwork.fiu.edu/,http://www.socialwork.fiu.edu/PHDSW.htm,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Emergency Management and Public Health,,26,27,39,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Environmental and Occupational Health,,10,34,44,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Biostatistics,,3,11,,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Epidemiology,,11,3,38,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Public Health Microbiology and Emerging Infectious Diseases,,2,22,23,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,HIV/AIDS Studies,,18,20,23,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Global Health,,25,31,40,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Health Policy,,19,30,27,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Health Services Generalist,,16,17,14,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Long Term Care,,1,16,6,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Public Health Management,,6,16,17,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Health Promotion,,18,7,20,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Maternal and Child Health,,28,18,37,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Public Health Communication and Marketing,,20,18,7,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Public Health Generalist,,8,,,Yes,5,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Emergency Management and Public Health,,26,27,39,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Environmental and Occupational Health,,10,34,44,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Biostatistics,,3,11,,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Epidemiology,,11,3,38,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Epidemiology and Biostatistics,Health Information Systems,11,,,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Public Health Microbiology and Emerging Infectious Diseases,,2,22,23,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,HIV/AIDS Studies,,18,20,23,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Global Health,,25,31,40,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Health Policy,,19,30,27,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Health Services Generalist,,16,17,14,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Long Term Care,,1,16,6,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Public Health Management,,6,16,17,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Health Promotion,,18,7,20,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Maternal and Child Health, ,28,18,37,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Public Health Communication and Marketing,,20,18,7,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Public Health Generalist,,8,,,Yes,3,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Emergency Management and Public Health,,26,27,39,Yes,4,http://www.gwumc.edu/sphhs/departments/,,,,,,,
George Washington University School of Public Health and Health Services,,,3,Graduate Certificate,Environmental and Occupational Health,,10,34,44,Yes,4,http://www.gwumc.edu/sphhs/departments/,,,,,,,
