ProgramName	Tag1	Tag2	Tag3	SophasYesNo	DescriptionLink	Description	SchoolName	TermID	DegreeType	DegreeID	ValidatedDegreeName	DepartmentLink	DualCombined	Concentration	AppInformation	AppRequirement		
Health Geoinformatics	24	0	0	Yes			Loma Linda University School of Public Health	Spring 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-healthgeoinformatics.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Health Geoinformatics	24	0	0	Yes			Loma Linda University School of Public Health	Summer 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-healthgeoinformatics.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Health Geoinformatics	24	0	0	Yes			Loma Linda University School of Public Health	Winter 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-healthgeoinformatics.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Emergency Preparedness and Response	39	0	0	Yes			Loma Linda University School of Public Health	Fall 2008		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-emergencypreparedness.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Emergency Preparedness and Response	39	0	0	Yes			Loma Linda University School of Public Health	Fall 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-emergencypreparedness.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Emergency Preparedness and Response	39	0	0	Yes			Loma Linda University School of Public Health	Spring 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-emergencypreparedness.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Emergency Preparedness and Response	39	0	0	Yes			Loma Linda University School of Public Health	Summer 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-emergencypreparedness.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Emergency Preparedness and Response	39	0	0	Yes			Loma Linda University School of Public Health	Winter 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-emergencypreparedness.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Tobacco Control Methods	43	0	0	Yes			Loma Linda University School of Public Health	Fall 2008		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-tobaccocontrolmethods.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Tobacco Control Methods (Online)	43	0	0	Yes			Loma Linda University School of Public Health	Fall 2008		3	Post-BS Cert	http://www.llu.edu/llu/sph/online/cert-tobaccocontrolmethods.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Tobacco Control Methods	43	0	0	Yes			Loma Linda University School of Public Health	Fall 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-tobaccocontrolmethods.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Tobacco Control Methods (Online)	43	0	0	Yes			Loma Linda University School of Public Health	Fall 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/online/cert-tobaccocontrolmethods.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Tobacco Control Methods	43	0	0	Yes			Loma Linda University School of Public Health	Spring 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-tobaccocontrolmethods.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Tobacco Control Methods (Online)	43	0	0	Yes			Loma Linda University School of Public Health	Spring 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/online/cert-tobaccocontrolmethods.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Tobacco Control Methods	43	0	0	Yes			Loma Linda University School of Public Health	Summer 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-tobaccocontrolmethods.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Tobacco Control Methods (Online)	43	0	0	Yes			Loma Linda University School of Public Health	Summer 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/online/cert-tobaccocontrolmethods.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Tobacco Control Methods	43	0	0	Yes			Loma Linda University School of Public Health	Winter 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-tobaccocontrolmethods.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Tobacco Control Methods (Online)	43	0	0	Yes			Loma Linda University School of Public Health	Winter 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/online/cert-tobaccocontrolmethods.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Reproductive Health	7	46	6	Yes			Loma Linda University School of Public Health	Fall 2008		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-reproductivehealth.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Reproductive Health	7	46	6	Yes			Loma Linda University School of Public Health	Fall 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-reproductivehealth.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Reproductive Health	7	46	6	Yes			Loma Linda University School of Public Health	Spring 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-reproductivehealth.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Reproductive Health	7	46	6	Yes			Loma Linda University School of Public Health	Summer 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-reproductivehealth.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Reproductive Health	7	46	6	Yes			Loma Linda University School of Public Health	Winter 2009		3	Post-BS Cert	http://www.llu.edu/llu/sph/programs/cert-reproductivehealth.html			http://www.sophas.org/schools/LomaLinda.cfm	http://www.sophas.org/documents/LomaLinda.pdf		
Interdisciplinary 	47	8	0	No	http://www.albany.edu/sph/index.html		SUNY Albany School of Public Health	Fall 2009		3	Certificate 	http://www.albany.edu/sph/certificate/index.html		Public Health Fundamentals and Principles	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Interdisciplinary 	47	8	0	No	http://www.albany.edu/sph/index.html		SUNY Albany School of Public Health	Fall 2009		3	Certificate 	http://www.albany.edu/sph/certificate/index.html		Public Health Fundamentals and Principles	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Interdisciplinary 	47	8	0	No	NULLhttp://www.albany.edu/sph/index.html		SUNY Albany School of Public Health	Summer 2009		3	Certificate 	http://www.albany.edu/sph/certificate/index.html		Public Health Fundamentals and Principles	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Interdisciplinary 	47	8	0	No	http://www.albany.edu/sph/index.html		SUNY Albany School of Public Health	Summer 2009		3	Certificate 	http://www.albany.edu/sph/certificate/index.html		Public Health Fundamentals and Principles	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Interdisciplinary 	39	40	0	No	http://www.albany.edu/sph/index.html		SUNY Albany School of Public Health	Fall 2009		3	Certificate 	http://www.albany.edu/sph/certificate/index.html		Public Health Surveillance and Preparedness 	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Interdisciplinary 	39	40	0	No	http://www.albany.edu/sph/index.html		SUNY Albany School of Public Health	Fall 2009		3	Certificate 	http://www.albany.edu/sph/certificate/index.html		Public Health Surveillance and Preparedness 	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Interdisciplinary 	39	40	0	No	http://www.albany.edu/sph/index.html		SUNY Albany School of Public Health	Summer 2009		3	Certificate 	http://www.albany.edu/sph/certificate/index.html		Public Health Surveillance and Preparedness 	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Interdisciplinary 	39	40	0	No	http://www.albany.edu/sph/index.html		SUNY Albany School of Public Health	Summer 2009		3	Certificate 	http://www.albany.edu/sph/certificate/index.html		Public Health Surveillance and Preparedness 	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
	14	0	0	No			Texas A&M University School of Rural Public Health	Fall 2009		3	Rural Public Health Certificate Program				http://www.sophas.org/schools/TexasA&M.cfm	http://www.sophas.org/documents/texasA&M.pdf		
	14	0	0	No			Texas A&M University School of Rural Public Health	Spring 2009		3	Rural Public Health Certificate Program				http://www.sophas.org/schools/TexasA&M.cfm	http://www.sophas.org/documents/texasA&M.pdf		
Disaster Management	39	0	0	yes	http://www.sph.tulane.edu/EHS/programs/certificate_programs/certprgm_dm.htm		Tulane University School of Public Health and Tropical Medicine	Fall 2009		3	certificate program	http://www.sph.tulane.edu/EHS/			http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Disaster Management	39	0	0	yes	http://www.sph.tulane.edu/EHS/programs/certificate_programs/certprgm_dm.htm		Tulane University School of Public Health and Tropical Medicine	Spring 2009		3	certificate program	http://www.sph.tulane.edu/EHS/			http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Tropical Medicine	45	23	36	No		"The training program in Clinical Tropical Medicine and Traveler?s Health (?Diploma Course?) is designed to provide a comprehensive educational experience for physicians and other health professionals seeking certification in Tropical Medicine and Traveler?s Health through the American Society of Tropical Medicine and Hygiene (ASTM&H). The purpose of this program is to provide a structured curriculum with practical instruction in tropical medicine, including the pathophysiology, clinical features, diagnosis, treatment, and control of diseases prevalent in the tropics. All of the courses required for this program are also required for students in the master of public health and tropical medicine (MPH&TM) program."	Tulane University School of Public Health and Tropical Medicine	Fall 2009		3	Diploma Course in Clinical Tropical Medicine and Traveler's Health	http://www.sph.tulane.edu/tropmed/index.htm		Diploma Course	http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Arizona Clinical Research Training Program Certificate	4	8	2	No			University of Arizona Mel and Enid Zuckerman School of Public Health	Fall 2009		3	Cerificate	http://www.publichealth.arizona.edu/AcademicPrograms/PublicHealthCertificate.aspx			http://www.sophas.org/schools/ArizonaMelandEnidZuckerman.cfm	http://www.sophas.org/documents/Arizona.pdf		
Graduate Certificate in Public Health 	47	8	14	No			University of Arizona Mel and Enid Zuckerman School of Public Health	Spring 2009		3	Cerificate	http://www.publichealth.arizona.edu/AcademicPrograms/PublicHealthCertificate.aspx			http://www.sophas.org/schools/ArizonaMelandEnidZuckerman.cfm	http://www.sophas.org/documents/Arizona.pdf		
Public Health	8	0	0	No			University of Iowa College of Public Health	Fall 2009		3	Certificate	http://www.public-health.uiowa.edu/academics/degrees_certs/certificate_ph/			http://www.sophas.org/schools/IowaCollege.cfm			
Public Health	8	0	0	No			University of Iowa College of Public Health	Spring 2010		3	Certificate	http://www.public-health.uiowa.edu/academics/degrees_certs/certificate_ph/			http://www.sophas.org/schools/IowaCollege.cfm			
Public Health	8	0	0	No			University of Iowa College of Public Health	Summer 2009		3	Certificate	http://www.public-health.uiowa.edu/academics/degrees_certs/certificate_ph/			http://www.sophas.org/schools/IowaCollege.cfm			
Emerging Infectious Disease Epidemiology	23	0	0	No			University of Iowa College of Public Health	Summer 2009		3	Certificate	http://www.public-health.uiowa.edu/ceid/Training/Certificate/Certificate_program.html			http://www.sophas.org/schools/IowaCollege.cfm			
Agricultural Safety and Health	34	0	0	No			University of Iowa College of Public Health	Summer 2009		3	Certificate	http://www.public-health.uiowa.edu/oeh/prosp_students/programs/			http://www.sophas.org/schools/IowaCollege.cfm			
Clinical Investigation Sciences	4	21	0	NO	http://louisville.edu/sphis/academics/certificate-in-clinical-investigation-sciences.html		University of Louisville School of Public Health and Information Sciences	Fall 2009		3	Certificate	http://louisville.edu/sphis/academics/certificate-in-clinical-investigation-sciences.html			http://www.sophas.org/schools/louisville.cfm	http://www.sophas.org/documents/Louisville.pdf		
Certificate in the Foundations of Public Health (Distance Learning)	8	0	0	Yes			University of Michigan School of Public Health	Fall 2009		3	Certificate	http://www.sph.umich.edu/distance/			http://www.sophas.org/schools/Michigan.cfm	http://www.sophas.org/documents/Michigan.pdf		
Certificate in the Foundations of Public Health (Distance Learning)	8	0	0	Yes			University of Michigan School of Public Health	Winter 2009		3	Certificate	http://www.sph.umich.edu/distance/			http://www.sophas.org/schools/Michigan.cfm	http://www.sophas.org/documents/Michigan.pdf		
Public Health Core Concepts	8	14	47	Yes	http://www.sph.umn.edu/education/certificates/coreconcepts/home.html		University of Minnesota School of Public Health	Fall 2009		3	Regents' Certificate	www.php.umn.edu			http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Public Health Core Concepts	8	14	47	Yes	httP://www.sph.umn.edu/education/certificates/coreconcepts/home.html		University of Minnesota School of Public Health	Spring 2009		3	Regents' Certificate	www.php.umn.edu			http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Public Health Core Concepts	8	14	47	Yes	http://www.sph.umn.edu/education/certificates/coreconcepts/home.html		University of Minnesota School of Public Health	Summer 2009		3	Regents' Certificate	www.php.umn.edu			http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Public Health Food Protection	13	23	47	No	http://www.sph.umn.edu/education/certificates/foodsafety/home.html		University of Minnesota School of Public Health	Summer 2009		3	Regents' Certificate	www.php.umn.edu			http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
Public Health Preparedness Response and Recovery	13	39	47	No	http://www.sph.umn.edu/education/certificates/prepare/home.html		University of Minnesota School of Public Health	Summer 2009		3	Regents' Certificate	www.php.umn.edu			http://www.sophas.org/schools/Minnesota.cfm	http://www.sophas.org/documents/Minnesota.pdf		
